제목,연수 분야,시간,후기,별점,날짜,가격
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,인공지능 GPT 이해 높이고 활용가능성에 대한 아이디얼을 얻을 수 있었음,5,2024-02-20,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,유익한 내용이 많아 도움이 많이 되었습니다 .,5,2024-01-30,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,"생성형 AI 수업이 막막했는데, 듣고나니 너무 유용합니다! 망설이지 말고 듣고 실천해보세요!!^^",5,2024-01-28,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,유익한 내용들이 많습니다^^,5,2024-01-14,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,"랜드봇, 앱인벤터, POE 플랫폼을 이해할 수 있어 좋았어요.",5,2024-01-08,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,"챗GPT, 챗봇- 일상 중에 많이 듣고 접하게 되나 내용을 숙지하지 못하고 있었다. 다양한 챗봇에 대한 지식이 늘어가고 아직 정확하게 정립되지는 않았다. 그러나 강의와 교재를 통하여 조금더 다가가게 되었고, 반복학습으로 정립해가고자 한다. 새해에는 교과에도 접목해 갈 수 있기를 기대해 본다. 좋은 강의와 교재로 조금은 다가설 수 있게 도움주셔서 감사합니다.",5,2024-01-05,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,실제 사례가 있는 아주 귀한 연수입니다.,5,2024-01-04,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,최근에 관심있었던 분야에 대해 자세히 알게 되었습니다.,5,2023-12-27,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,도움이 되고 많을 것을 배울 수 있어서 유익한 강의였다. 말로만 설명하고 끝내는 것이 아니라 꼼꼼하게 하나 하나 직접 세팅하고 코딩하는 모습들을 보여 주셔서 더 이해가 잘 되었던 것 같다.,5,2023-12-26,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,유익한 연수였습니다. 많은 도움 받았네요^^,5,2023-12-20,50000
아는 만큼 즐기는 올 댓 와인,자기계발,15,내 자신을 위한 연수입니다. 좋아하는 취미생활에 대해서 연구하며 힐링할 수 있었습니다.,5,2024-05-20,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,"마트에서 권하는 와인이 아닌, 설명서를 읽고 고를 수 있는 수준이 되었습니다. 무식함에서 조금 탈출한 느낌입니다. 와인상식 감사합니다.^^",5,2024-05-03,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,연수를 들을 때마다 와인에 대해 조금씩 알아가면서 와인 한 잔 하고싶다는 생각이 들게하는 재밌는 연수입니다.,5,2024-04-29,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,너무나 복잡하고 여려운 와인의 세계에 대한 안내서로 적합합니다. 추천합니다.,5,2024-04-08,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,"너무 재미있게 잘 들었습니다. 용어가 낯설고 어려웠지만, 설명이 쉽고 재미있네요. 와인에 얽힌 역사적인 사실들이 특히 재미있었습니다. 와인 산지나 이름들은 어려워서 들어도 금방 잊혀지네요 ㅎㅎ",5,2024-04-05,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,"와인의 역사와 배경에 대해 자세하게 알게되었습니다,.",5,2024-02-19,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,와인에 대해 자세히 알려주셔서 매장이나 와인샵에서 와인을 살때 많은 도움니 될것 같습니다.,5,2024-02-15,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,와인 초보에서 한발짝 넘어갈 수 있는 좋은 연수입니다,5,2024-01-25,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,"세대 간 갈등으로 힘든 사회생활, 직장생활! 각각의 입장과 특성을 이해하고, 평온한 마음으로 업무 수행에 큰 도움이 됨.",5,2024-01-15,40000
아는 만큼 즐기는 올 댓 와인,자기계발,15,평소에 관심있던 와인에 대하여 전문적으로 알 수 있는 좋은 기회가 되었습니다.,5,2023-12-27,40000
"서양음악사, 클래식으로 꽃피다",교과지도,30,일단 마음이 힐링되는 좋은 연수입니다. 서양음악사가 전혀 지루하지 않고 재미있게 느껴지게 하는 마법의 연수~,5,2024-05-20,65000
"서양음악사, 클래식으로 꽃피다",교과지도,30,하루 30분씩 매일 들어서 패턴을 반복하면 술술 나와요.,5,2024-04-16,65000
"서양음악사, 클래식으로 꽃피다",교과지도,30,서양음악학 개론을 듣는 느낌으로 강의를 들었습니다. 연수 이후에 음악들을 찾아서 들을 수 있는 가이드가 되어주었습니다.,5,2024-01-16,65000
재미있는 법률여행,자기계발,30,영어공부에 도움이 많이 되었습니다.,5,2024-05-20,85000
재미있는 법률여행,자기계발,30,교직생활 뿐만 아니라 평소 사회생활하는데 도움이 되는 연수였습니다.,5,2024-05-20,85000
재미있는 법률여행,자기계발,30,생활하면서 누구에게나 생길 수 있는 여러 가지 상황에 따른 법률 이야기가 유익하네요. 몇 번 더 복습해야 할 것 같습니다.,5,2024-05-20,85000
재미있는 법률여행,자기계발,30,일상 생활 속에서 알아야 하는 실질적인 다양한 법률 정보를 제공하는 아주 유익한 연수였습니다.,5,2024-05-19,85000
재미있는 법률여행,자기계발,30,"많은 부분 놓쳤던 부분을 알게 되었고, 특히나 일상생활과 학교에서 스치고 지나갔던 사소한 일도 깊게 느끼는 강좌였습니다. 좋은 강의 감사합니다. 더 관심으로 주변에도 소개해줘야겠다고 생각들었습니다.",5,2024-05-17,85000
재미있는 법률여행,자기계발,30,딱딱하다고만 생각했던 법을 재미있게 연수해 주신 강사님들께 감사드립니다. 학교에서 일어날 수 있는 다양한 사례를 통해 대처할 수 있는 방법 등을 알게 되었습니다.,5,2024-05-16,85000
재미있는 법률여행,자기계발,30,처음부터 끝까지 이 과정은 특히 고등학교 교육자들을 위해 맞춤화된 법률 개념에 대한 흥미롭고 계몽적인 탐구였습니다. 복잡한 법률 주제를 소화하기 쉽고 관련성이 있게 대화하듯 풀어내주셔서 참 재미있게 강의를 들었습니다. 강력 추천!,5,2024-05-09,85000
재미있는 법률여행,자기계발,30,"교육현장뿐 아니라 일상생활에서도 매우 유익한 법률지식과 상식을 알 수 있는 훌륭한 연수였습니다! 이런 유익한 연수가 많아졌으면 하는 바램입니다. 부동산, 교통사고, 보험 등 우리 생활과 관련하여 누구나 알고 있으면 유익한 내용들이 꽉찬 알찬연수, 강추합니다~",5,2024-05-08,85000
재미있는 법률여행,자기계발,30,법률 지식은 연수로 쌓아야 합니다.,5,2024-05-02,85000
재미있는 법률여행,자기계발,30,법없이 산다고 생각하지만 이제는 알아야하는 내용들이네요. 도움이 되는 좋은 연수이었네요...,5,2024-04-30,85000
재미있는 법률여행,자기계발,30,"법률 여행 연수를 듣고, 남은 교직 생활에서 부당한 일을 겪지 않는 법을 배울 수 있어 좋았습니다. 어려운 법률 용어도 알아가는 연수가 되었습니다.",5,2024-04-02,85000
재미있는 법률여행,자기계발,30,사회 생활을 하는 성인으로서 갖추어야 할 다양한 법률 지식을 익힐 수 있어서 좋았어요.,5,2024-03-27,85000
100배로 즐기는 세계문화유산 여행,자기계발,30,자세한 설명과 함께 세계문화유산 여행 참 좋았습니다.,5,2024-05-20,75000
100배로 즐기는 세계문화유산 여행,자기계발,30,듣는 내내 힐링이 되는 유익한 연수였습니다. 이번 여름 아들과 유럽 여행을 하게 되었는데 매우 도움이 될 것 같습니다.,5,2024-05-10,75000
100배로 즐기는 세계문화유산 여행,자기계발,30,연수내용이 쉽고 생활접목이 높아요~,5,2024-03-25,75000
100배로 즐기는 세계문화유산 여행,자기계발,30,전 세계에 퍼져있는 유네스코 세계 문화유산을 한자리에서 정리해 볼 수 있어서 좋았습니다. 화질이나 자료가 조금 옛스러운 아쉬움은 있네요.,4,2024-01-05,75000
100배로 즐기는 세계문화유산 여행,자기계발,30,어려웠지만 가치있는 연수였습니다.,5,2023-12-19,75000
"세계의 명화, 위대한 화가들의 놀라운 미술 이야기",자기계발,60,"이렇게 좋은 연수를 이 가격으로.. 실화입니까?(아.. 그렇다고 연수비 올리지 마시고요~ ㅎㅎㅎ) 이번 연수를 통해 많은 작가를 알게 되었고 또 감동 있는 작품들도 알게 되어 좋았습니다. 제한된 차시 때문에 다루지 못한 작가들도 많을텐데 60명 모아서 '세계의 명화 두번째 이야기'도 만들어주세요 이번에 못다룬 피카소랑 몬드리안, 앤디워홀 등등도 넣어서요~ 도슨트 분들은 직접 만나서 해설 들어보고 싶네요~ 시험은... 음..... 그럭저럭 볼만했습니다.^^;;;; 그리 어렵지도 그리 쉽지도 않은 정도? 강사님들 그리고 이 강의 개설해주신 아이스크림 관계자분 감사드립니다.",5,2024-05-20,140000
"세계의 명화, 위대한 화가들의 놀라운 미술 이야기",자기계발,60,"연수의 퀄리티가 너무 좋습니다. 강사진이 정말 좋네요. 말의 속도나 발음, 내용, 연수시간 모두 적당하고 지루하지 않게 설명해주시는 것도 좋습니다. 연수내용 정말 알차고, 듣는 내내 여행가서 작품들 보고싶다는 생각이 들었어요. 교재도 컬러라 책을 펼쳐보는 재미가 있었습니다. 원격연수 들어본 중에 최고입니다!!! 개설된지 얼마 안된 강좌라 후기가 많지 않아 선택에 약간의 고민이 있었는데, 그런 고민이 무색할 정도로 만족스러웠습니다. 좋은 연수 만들어주셔서 감사합니다^^",5,2024-05-19,140000
"세계의 명화, 위대한 화가들의 놀라운 미술 이야기",자기계발,60,"유럽 미술관 도슨트 투어를 하는 것 같은 연수였습니다. 순서가 시대순이었으면 좋았을텐데 30강씩 나뉘어진 연수를 묶은건지, 섞여있어서 헷갈리는 부분이 있었어요. 강의 자체는 좋았습니다.",5,2024-05-18,140000
"세계의 명화, 위대한 화가들의 놀라운 미술 이야기",자기계발,60,60차시 긴 강의로 어떻게 이수를 할까 걱정이 앞섰습니다. 막상 1차시부터 들어보니 한차시 한차시 여러 강사님들의 쉽고 재미있는 강의로 매 차시 정말 즐겁게 배웠습니다. 감사합니다.,5,2024-05-16,140000
"세계의 명화, 위대한 화가들의 놀라운 미술 이야기",자기계발,60,"사실 처음에는 연수점수가 필요해서 시작했습니다. 하지만...들으면 들을수록 이렇게 멋진 연수가 있었다니...사랑에 빠져버렸습니다. 근거로는... 첫째, 우수한 강사진입니다. 지루할 틈이 없는 나레이션, 훌륭한 억양, 정확한 발음 등 강사진이 대단합니다. 둘째, 연수내용이 매우 알찹니다. 그동안 어디서도 들을 수 없었던 흥미진진한 스토리로 엮어냈습니다. 셋째, 학교 현장에서 뿐만 아니라 대화가 있는 곳 어디서나 멋지게 썰(?)을 풀 수 있을만큼 전문적이고 우수한 내용입니다. 자...이렇게 재미있고 유익한 연수를 어찌 사랑하지 않을 수 있겠습니까? ^ ^",5,2024-04-29,140000
"세계의 명화, 위대한 화가들의 놀라운 미술 이야기",자기계발,60,박물관에 보았던 미술작품에 대한 이해와 다양한 화가 이야기를 들을 수 있었음,5,2024-02-20,140000
"세계의 명화, 위대한 화가들의 놀라운 미술 이야기",자기계발,60,"미술에 대한 관심은 있었지만 정작 제대로 공부를 해볼 기회가 없었는데 이번 연수를 통해 미술에 대해 진지하게 알 수 있던 시간이었던 것 같다. 60시간 연수 이수의 목적보다는 내 스스로의 교양을 넓혀갈 수 있었던 소중하고 즐거웠던 시간이었다. 연수가 이수를 해야하는 숙제같은 것이 아닌, 배움의 시간이 되니 60시간이라는 시간도 지루하지 않았다. 미술의 역사적 흐름, 시대적 배경에 따른 그림의 스타일, 익숙하게 듣곤했던 작가들의 인생사 이야기 그리고 다양한 작품들.. 그동안 해외여행을 가면서 나를 스쳐갔던 여러 작품들이 연수를 통해 소개되는 것 보면서, '아 아쉽다. 이런 연수를 먼저 듣고 봤더라면' 이라는 생각과 동시에, 언제가 다시 한번 미술관을 테마로 여행을 계획해서 다시 새로운 관점으로 작가들의 작품을 대면하고 싶다는 생각을 하게 되었다. 연수를 통해 또 하나의 '버킷리스트'가 추가되었다고 해야할까? 실제, 연수를 듣는 동안 스페인 여행 일정이 있었는데 이 연수 덕분에 '가우디'의 멋진 건축물과 '프라도 미술관'의 작품들을 새로운 관점에서 더 재미있게 감상할 수 있어 개인적으로 매우 의미있던 시간이었다. 프랑스, 이탈리아, 독일, 스페인 그 어느 나라를 가게 되던, 이번 연수를 미리 보고 간다면 그 여행의 깊이와 재미가 더 폭넓어질 것이란 확신과 함께, 주변인들에게도 이번 연수를 많이 소개하게 되었다. 평소 미술에 대해 조금이나마 지식과 상식을 넓혀가고 싶은 분들이라면 꼭 한번 들어봐도 좋을 연수라는 생각이 들었고, 연수의 구성 또한 심플한 25분 내외로 구성되어 있어, 크게 부담없이 들을 수 있는 연수란 생각이 든다. 60시간 연수다 보니, 출석시험이라는 부담감은 있지만 (아직 시험보기 전이라 난이도는 잘 모르지만) 즐거운 마음으로 배움의 시간이었던 만큼, 기분좋게 시험도 잘 치르고 오고 싶다는 생각과 함께 시험보는 날 아침, 잠시 들러 연수 후기 등록을 마친다. p.s. 좋은 연수 구성 감사드리며, 이번 연수에서 빠진 또 다른 작가들의 연수도 구성이 된다면 꼭 듣고 싶다^^",5,2024-02-17,140000
